GB-BKM,Buckinghamshire,two-tier county,51.6337949,-0.5423292000000401 
GB-CAM,Cambridgeshire,two-tier county,52.4091753,0.2619601999999759 
GB-CMA,Cumbria,two-tier county,54.6060946,-3.5318065999999817 
GB-DBY,Derbyshire,two-tier county,52.973222,-1.3571610000000192 
GB-DEV,Devon,two-tier county,50.7772135,-3.9994609999999966 
GB-DOR,Dorset,two-tier county,51.037424,-2.27470100000005 
GB-ESX,East Sussex,two-tier county,50.9278293,0.13243230000000494 
GB-ESS,Essex,two-tier county,51.547337,0.5745349999999689 
GB-GLS,Gloucestershire,two-tier county,51.8929617,-2.1578916999999365 
GB-HAM,Hampshire,two-tier county,51.3652154,-1.5259141999999883 
GB-HRT,Hertfordshire,two-tier county,51.7519553,-0.23856380000006538 
GB-KEN,Kent,two-tier county,51.38129,0.22030599999993683 
GB-LAN,Lancashire,two-tier county,53.6828744,-2.656024099999968 
GB-LEC,Leicestershire,two-tier county,52.6347704,-1.1295191000000386 
GB-LIN,Lincolnshire,two-tier county,53.234863,-0.538436000000047 
GB-NFK,Norfolk,two-tier county,52.755702,0.39888199999995777 
GB-NYK,North Yorkshire,two-tier county,54.158824,-1.5421126999999615 
GB-NTH,Northamptonshire,two-tier county,52.2368744,-0.8973905999999943 
GB-NTT,Nottinghamshire,two-tier county,52.9551147,-1.1491717999999764 
GB-OXF,Oxfordshire,two-tier county,51.836642,-1.3199019999999564 
GB-SOM,Somerset,two-tier county,51.2270511,-2.3279255999999577 
GB-STS,Staffordshire,two-tier county,52.8129085,-2.0821780999999646 
GB-SFK,Suffolk,two-tier county,52.127072,1.4105260000000044 
GB-SRY,Surrey,two-tier county,51.1917906,-0.4462819999999965 
GB-WAR,Warwickshire,two-tier county,52.284972,-1.609958000000006 
GB-WSX,West Sussex,two-tier county,50.816021,-0.9184020000000146 
GB-WOR,Worcestershire,two-tier county,52.198769,-2.2436669999999594 
GB-BDG,Barking and Dagenham,london borough,51.536279,0.08147789999998167 
GB-BNE,Barnet,london borough,51.6529294,-0.1996059000000514 
GB-BEX,Bexley,london borough,51.4413546,0.1486101000000417 
GB-BEN,Brent,london borough,51.5000387,-0.23016770000003817 
GB-BRY,Bromley,london borough,51.4056832,0.014349700000025223 
GB-CMD,Camden,london borough,51.5517059,-0.15882550000003448 
GB-CRY,Croydon,london borough,51.3723608,-0.10040149999997539 
GB-EAL,Ealing,london borough,51.5133506,-0.3042136000000255 
GB-ENF,Enfield,london borough,51.652096,-0.08153300000003583 
GB-GRE,Greenwich,london borough,51.47527,-0.013130000000046493 
GB-HCK,Hackney,london borough,51.51648,-0.1028999999999769 
GB-HMF,Hammersmith and Fulham,london borough,51.4929163,-0.22579159999997955 
GB-HRY,Haringey,london borough,51.57719,-0.09814000000005763 
GB-HRW,Harrow,london borough,51.5788094,-0.33376050000003943 
GB-HAV,Havering,london borough,51.577924,0.21208290000004126 
GB-HIL,Hillingdon,london borough,50.741327,-2.7455340000000206 
GB-HNS,Hounslow,london borough,51.467586,-0.3617990000000191 
GB-ISL,Islington,london borough,51.5349798,-0.10373789999994187 
GB-KEC,Kensington and Chelsea,london borough,51.5018856,-0.19089480000002368 
GB-KTT,Kingston upon Thames,london borough,51.412317,-0.3004429999999729 
GB-LBH,Lambeth,london borough,51.47241,-0.16416000000003805 
GB-LEW,Lewisham,london borough,51.456879,-0.015964400000029855 
GB-MRT,Merton,london borough,51.4156715,-0.19181400000002213 
GB-NWM,Newham,london borough,51.519542,0.04041699999993398 
GB-RDB,Redbridge,london borough,51.58861,0.08239760000003571 
GB-RIC,Richmond upon Thames,london borough,51.4613418,-0.3035466000000042 
GB-SWK,Southwark,london borough,51.4834479,-0.08208769999998822 
GB-STN,Sutton,london borough,51.34424,-0.1975600000000668 
GB-TWH,Tower Hamlets,london borough,51.5202607,-0.0293395999999575 
GB-WFT,Waltham Forest,london borough,51.5886383,-0.01176250000003165 
GB-WND,Wandsworth,london borough,51.4567897,-0.19267949999994016 
GB-WSM,Westminster,london borough,51.5096446,-0.1585863000000245 
GB-BNS,Barnsley,metropolitan district,53.5529326,-1.481272200000035 
GB-BIR,Birmingham,metropolitan district,52.4829614,-1.8935920000000124 
GB-BOL,Bolton,metropolitan district,53.5784742,-2.429915199999982 
GB-BRD,Bradford,metropolitan district,53.793853,-1.7524422000000186 
GB-BUR,Bury,metropolitan district,53.5934589,-2.298540199999934 
GB-CLD,Calderdale,metropolitan district,53.7420418,-1.9952690000000075 
GB-COV,Coventry,metropolitan district,52.4058375,-1.51266099999998 
GB-DNC,Doncaster,metropolitan district,53.5230412,-1.1337621999999783 
GB-DUD,Dudley,metropolitan district,52.508672,-2.087335400000029 
GB-GAT,Gateshead,metropolitan district,54.9593729,-1.6018252000000075 
GB-KIR,Kirklees,metropolitan district,53.5933432,-1.8009508999999753 
GB-KWL,Knowsley,metropolitan district,53.457035,-2.853080200000022 
GB-LDS,Leeds,metropolitan district,53.7996388,-1.5491220999999769 
GB-LIV,Liverpool,metropolitan district,53.4107766,-2.9778383000000304 
GB-MAN,Manchester,metropolitan district,53.4807125,-2.234376500000053 
GB-NET,Newcastle upon Tyne,metropolitan district,54.9778404,-1.612916499999983 
GB-NTY,North Tyneside,metropolitan district,55.008,-1.5460000000000491 
GB-OLD,Oldham,metropolitan district,53.541277,-2.1176619999999957 
GB-RCH,Rochdale,metropolitan district,53.6163516,-2.158710199999973 
GB-ROT,Rotherham,metropolitan district,53.4301709,-1.356896699999993 
GB-SHN,St. Helens,metropolitan district,53.4538756,-2.7368942000000516 
GB-SLF,Salford,metropolitan district,53.487707,-2.290419799999995 
GB-SAW,Sandwell,metropolitan district,52.5036188,-1.9657042999999703 
GB-SFT,Sefton,metropolitan district,53.5019362,-2.97399919999998 
GB-SHF,Sheffield,metropolitan district,53.3830548,-1.4647952999999916 
GB-SOL,Solihull,metropolitan district,52.4147109,-1.77429589999997 
GB-STY,South Tyneside,metropolitan district,54.9636693,-1.4418633999999884 
GB-SKP,Stockport,metropolitan district,53.4084881,-2.1492931000000226 
GB-SND,Sunderland,metropolitan district,54.9044493,-1.3814532999999756 
GB-TAM,Tameside,metropolitan district,53.4855515,-2.09768489999999 
GB-TRF,Trafford,metropolitan district,53.4683994,-2.3256433000000243 
GB-WKF,Wakefield,metropolitan district,53.682965,-1.4990970000000061 
GB-WLL,Walsall,metropolitan district,52.5859475,-1.982289499999979 
GB-WGN,Wigan,metropolitan district,53.5442699,-2.63106300000004 
GB-WRL,Wirral,metropolitan district,53.377974,-3.108818000000042 
GB-WLV,Wolverhampton,metropolitan district,52.5857278,-2.129250700000057 
GB-LND,London,City of,city corporation,51.5001524,-0.12623619999999391 
GB-ABE,Aberdeen City,council area,57.1474915,-2.095397000000048 
GB-ABD,Aberdeenshire,council area,57.1621429,-2.7194167000000107 
GB-ANS,Angus,council area,56.7969965,-2.920681800000011 
GB-AGB,Argyll and Bute,council area,55.9942351,-5.444033200000035 
GB-CLK,Clackmannanshire,council area,56.1241394,-3.758378999999991 
